type,job_title,job_area,salary_bot,salary_top,year,education,company_title,company_info,skill,publis_name,welfare
java工程师,java后端工程师,广州,9000,14000,3-5,大专,神州智云,互联网不需要融资20-99人,后端工程师 Java Spring Python 计算机/软件工程相关经验 Java开发经验, 杨女士,节日福利，绩效奖金，生日福利，保底工资，团建聚餐，团建活动，全勤奖，免费班车，五险一金，带薪年假，零食下午茶
java工程师,Java高级工程师,东莞,10000,15000,3-5,大专,凝聚力软件,移动互联网天使轮20-99人,后端开发 Java 系统架构 SpringCloud, 潘先生,底薪加提成，团建聚餐，员工旅游，五险一金，零食下午茶，定期体检，带薪年假，有无线网，绩效奖金，节日福利，年终奖，全勤奖，补充医疗保险
java工程师,java软件工程师,常州,7000,12000,3-5,大专,江苏锐越林拓信息科技,其他生活服务0-20人,Java MySQL JavaScript Java开发经验, 刘女士, 
java工程师,高级Java工程师,杭州,21333,40000,3-5,大专,菜鸟网络,互联网B轮10000人以上,Java 分布式技术 微服务架构 消息队列 Spring 多线程 后端开发 全栈开发, 赵先生,补充医疗保险，五险一金，免费班车，股票期权，年终奖，餐补，定期体检，带薪年假，员工旅游，包吃
java工程师,java开发工程师,深圳,12833,18666,3-5,大专,深圳浮力洞察科技,计算机软件天使轮0-20人,Java Spring MySQL, 王女士,股票期权，五险一金，绩效奖金，年终奖
java工程师,Java开发工程师,北京,12000,18000,3-5,大专,神农星云,电子商务天使轮20-99人,软件工程师 Java 分布式技术 MVC开发 微服务架构, 宋先生, 
java工程师,Java开发工程师,南京,11250,16250,3-5,大专,舟谱数据,移动互联网B轮500-999人,Java开发经验 全栈工程师 Java MySQL MyBatis 计算机/软件工程相关经验, 魏女士,定期体检，员工旅游，餐补，节日福利，股票期权，零食下午茶，交通补助，带薪年假，年终奖，通讯补贴，五险一金
java工程师,java开发工程师,中山,9750,15166,3-5,大专,大洋电机,机械设备/机电/重工已上市1000-9999人,Java Spring SpringCloud MySQL SQL Server, 陈先生,年终奖，五险一金，绩效奖金，股票期权，节日福利，生日福利，免费班车，餐补，定期体检，员工旅游，带薪年假，住房补贴，免费工装，团建聚餐，宿舍有空调
java工程师,JAVA开发工程师,青岛,10833,16250,3-5,大专,海信集团公司,其他行业已上市10000人以上,不接受居家办公 Java Spring SpringCloud MyBatis Redis Oracle 分布式经验 微服务经验 云计算经验, 李先生,免费班车，五险一金，加班补助，节日福利，餐补，带薪年假，定期体检，股票期权，通讯补贴，交通补助，年终奖
java工程师,Java开发工程师,莆田,8000,12000,1-3,本科,云天科技,计算机软件0-20人,下肢残疾 Java 肢体残疾 JavaScript SpringMVC Redis Node.js MVC开发 后端开发 Mybatis, 许先生, 
java工程师,java开发工程师,武汉,6000,9000,1-3,本科,翼轸信息,计算机服务不需要融资20-99人,后端工程师 Java Java开发经验, 郭先生,员工旅游，五险一金，交通补助，年终奖，节日福利，带薪年假
java工程师,JAVA开发工程师,北京,12000,20000,1-3,本科,静生堂,批发/零售20-99人,Java JSP, 李先生, 
java工程师,java后端工程师,太原,7000,12000,1-3,本科,疯狂英语,在线教育0-20人,后端工程师 Java MySQL Redis, 张先生, 
java工程师,JAVA开发工程师,西安,6000,10000,1-3,本科,精宸科技,医疗健康未融资100-499人,全栈工程师 Java JavaScript Spring 计算机/软件工程相关经验 Java开发经验, 张女士,五险一金，餐补，通讯补贴，零食下午茶，股票期权，节日福利，带薪年假，交通补助，定期体检，年终奖
java工程师,java开发工程师,成都,11916,19500,1-3,本科,成都信通网易医疗科技,计算机软件不需要融资500-999人,后端工程师 Java 计算机/软件工程相关经验 分布式系统开发经验 Java开发经验, 马女士,五险一金，补充医疗保险，加班补助，年终奖，带薪年假，节日福利
java工程师,Java开发工程师,南宁,3000,6000,1-3,本科,南宁合思纵信息科技,计算机软件0-20人,Spring Hibernate Struts SpringBoot Oracle 全栈开发 中级软件工程师, 张先生, 
java工程师,java开发工程师,上海,10000,15000,1-3,本科,账无忧,财务/审计/税务0-20人,Spring Java, 徐女士,带薪年假，员工旅游，全勤奖，年终奖
java工程师,Java开发工程师,深圳,8666,14083,1-3,本科,云泰软件,互联网不需要融资20-99人,SQL 软件工程师 Spring 后端开发 企业级应用开发 Linux, 曹先生, 
java工程师,Java开发工程师,南宁,10000,15000,1-3,本科,深圳勤杰软件有限...,计算机软件未融资20-99人,后端工程师 Java Spring MySQL 计算机/软件工程相关经验 Java开发经验 分布式系统开发经验, 吴女士,餐补，住房补贴，年终奖，节日福利，股票期权，零食下午茶，通讯补贴，交通补助，带薪年假，五险一金，加班补助
java工程师,Java开发工程师,上海,11916,21666,1-3,本科,华筑BIM,计算机软件未融资0-20人,Spring SQL Java, 王女士,带薪年假，节日福利，全勤奖，员工旅游，年终奖
java工程师,java开发工程师,杭州,20000,30000,1-3,本科,阿里巴巴集团,互联网已上市10000人以上,Java 分布式技术 后端开发, 卢先生,餐补，节日福利，五险一金，交通补助，零食下午茶，补充医疗保险，年终奖，股票期权，免费班车，员工旅游
java工程师,Java开发工程师,杭州,14000,28000,1-3,本科,小虫科技,互联网不需要融资100-499人,Spring Dubbo Redis MySQL, 韩女士,餐补，年终奖，交通补助，五险一金，带薪年假，加班补助，节日福利，定期体检
java工程师,Java开发工程师,深圳,18000,25000,1-3,本科,海纵科技,电子商务未融资20-99人,微服务架构 负载均衡技术 分布式技术 消息队列 多线程 GIT 后端开发 容器技术, 刘先生,团建聚餐，交通补助，补充医疗保险，节日福利，餐补，定期体检，住房补贴，员工旅游，零食下午茶，全勤奖，加班补助，年终奖，带薪年假，生日福利，五险一金，免费工装
java工程师,java开发工程师,西安,9000,14000,1-3,本科,浙江协同数据,大数据不需要融资100-499人,后端工程师, 冯女士,五险一金，带薪年假
java工程师,java开发工程师,太原,8000,13000,1-3,本科,山西风行测控,其他生活服务已上市100-499人,计算机/软件工程相关经验 分布式系统开发经验 中大型项目架构设计经验 Spring MyBatis Java 后端工程师 架构师, 王先生,团建聚餐，五险一金，带薪年假，餐补，生日福利，年终奖，节日福利，通讯补贴，补充医疗保险，加班补助，高温补贴，员工旅游，职称补助，交通补助
java工程师,java后端工程师,广州,7000,12000,1-3,本科,阿尔法,计算机软件未融资0-20人,MES开发经验 Java 服装供应链 PostgreSQL SpringCloud SQL Server 问题解决型人才 Spring ERP开发经验 自我驱动 Docker 微服务经验 MySQL PHP Python, 方先生,保底工资，零食下午茶，带薪年假，法定节假日三薪，加班补助，交通补助，五险一金，节假日加班费，有无线网，股票期权，年终奖
java工程师,java开发工程师,成都,17500,35000,1-3,本科,华为成都,计算机软件不需要融资10000人以上,Java Python JVM SpringCloud MySQL Redis, 周女士,补充医疗保险，夜班补助，零食下午茶，加班补助，股票期权，五险一金，员工旅游，交通补助，年终奖，带薪年假，节日福利，定期体检，免费班车，绩效奖金
java工程师,Java开发工程师,上海,8666,13000,1-3,本科,蜂虎科技,计算机软件未融资100-499人,SQL Spring Dubbo 后端开发 Eclipse, 李先生,通讯补贴，带薪年假，五险一金，周末双休
java工程师,Java开发工程师,成都,8000,13000,1-3,本科,成都康赛,计算机软件未融资100-499人,Java Spring JavaScript 软件开发 Java开发工程师, 陈女士,带薪年假，晋升调薪机制，通讯补贴，节日福利，导师带，培训，高提成，年度评优，五险一金，出差补贴，加班补助，零食下午茶，结婚生子礼金，补充商业保险，月半天带薪假，交通补助，项目奖金，带薪亲子假，员工旅游，弹性工作制
java工程师,Java开发工程师,西安,26666,40000,1-3,本科,华为技术有限公司,计算机软件不需要融资10000人以上,Spring NoSQL MySQL, 张先生,员工旅游，交通补助，餐补，定期体检，零食下午茶，加班补助，五险一金，通讯补贴，带薪年假，股票期权，住房补贴，离职补偿，全勤奖，年终奖，免费班车，节日福利，补充医疗保险
java工程师,java开发工程师,南宁,10000,12000,1-3,本科,京北方,互联网金融已上市10000人以上,Java SpringCloud 不接受居家办公 MySQL 分布式经验 银行金融经验 OA 人力系统, 黄女士,年终奖，带薪年假，住房补贴，团建聚餐，定期体检，节假日加班费，包吃，加班补助，交通补助，全勤奖，夜班补助，员工旅游，补充医疗保险，零食下午茶，餐补，保底工资，节日福利，意外险，绩效奖金，五险一金
java工程师,java开发工程师,烟台,9750,13000,1-3,本科,烟台希萌网络科技,互联网未融资20-99人,Java Spring MySQL 计算机/软件工程相关经验 Java开发经验 不接受居家办公, 范女士,节日福利，零食下午茶，员工旅游，带薪年假，加班补助，绩效奖金，年终奖，五险一金
java工程师,java开发工程师,哈尔滨,10833,16250,1-3,本科,北大荒信息,大数据不需要融资100-499人,SQL 分布式技术 SpringCloud NoSQL PostgreSQL Oracle MySQL SQL Server, 巩先生,五险一金，交通补助，通讯补贴，股票期权，年终奖，带薪年假，零食下午茶，餐补，定期体检，节日福利
java工程师,java开发工程师,上海,12000,18000,1-3,本科,万序健康,计算机服务A轮100-499人,后端工程师 全栈工程师 架构师 Java 计算机/软件工程相关经验 Spring SQL Server Java, 张女士,年终奖，交通补助，加班补助，通讯补贴，全勤奖，节日福利，带薪年假，员工旅游，餐补，五险一金
java工程师,Java开发工程师,福州,6500,10833,1-3,本科,福建易联众保睿通...,医疗健康已上市100-499人,后端工程师 Java 计算机/软件工程相关经验 Java开发经验 分布式系统开发经验, 徐女士,员工旅游，五险一金，年终奖，通讯补贴，节日福利，零食下午茶，商业保险，年度体检，生日礼券，带薪年假，定期体检
java工程师,Java开发工程师,苏州,5000,10000,1-3,本科,路腾软件,计算机软件未融资20-99人,多线程 Spring Redis Oracle SQL, 王女士,五险一金，定期体检，带薪年假，员工旅游，节日福利
java工程师,java开发工程师,昆明,10000,15000,1-3,本科,彩创科技,移动互联网不需要融资20-99人,Java, 周女士,通讯补贴，五险一金，绩效奖金，免费午餐，团建聚餐，年终奖，节日福利，定期体检，带薪年假，意外险，员工旅游，法定节假日三薪，生日福利，交通补助，零食下午茶
java工程师,Java开发工程师,厦门,15166,21000,1-3,本科,万物研究院,投资/融资不需要融资100-499人,SpringBoot Python 架构师 全栈开发 Eclipse IDEA MySQL, 周先生,团建聚餐，高温补贴，带薪年假，保底工资，生日福利，年终奖，绩效奖金，零食下午茶，通讯补贴，五险一金，节日福利，员工旅游，交通补助
java工程师,java开发工程师,青岛,8000,13000,1-3,本科,中科云链,计算机软件20-99人,MySQL MongoDB, 赵女士,节日福利，餐补，五险一金，交通补助，加班补助，带薪年假
UI设计师,UI设计师,南京,7000,12000,经验不限,学历不限,爱自游,互联网不需要融资20-99人,UI 网页设计 网页交互, 赵先生,节日福利，夜班补助，带薪年假，团建聚餐，全勤奖，绩效奖金，五险一金，零食下午茶，员工旅游
UI设计师,UI设计师,合肥,8000,13000,经验不限,学历不限,徽商期货,证券/期货不需要融资100-499人,交互设计 移动端 客户端 HTML 不接受居家办公, 徐先生,年终奖，餐补，加班补助，通讯补贴，交通补助，节日福利，五险一金，定期体检，带薪年假
